id_lançamento,período,acerto,valor
36,202503,true,-88.22
40,202503,true,-305.9
1,202503,false,4733.1
2,202503,false,1316.85
26,202503,false,2772.68
38,202503,false,-339.2
42,202503,false,-617.58
43,202503,false,-176.45
48,202503,false,-485.23
50,202503,false,-951.62
53,202503,false,-945.89
